Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bakeware items included (product.metafields.shopify.bakeware-items-included),Bakeware pieces included (product.metafields.shopify.bakeware-pieces-included),Cleaning instructions (product.metafields.shopify.cleaning-instructions),Color (product.metafields.shopify.color-pattern),Compatible stove top type (product.metafields.shopify.compatible-stove-top-type),Cookware/Bakeware material (product.metafields.shopify.cookware-bakeware-material),Cookware items included (product.metafields.shopify.cookware-items-included),Dinnerware pieces included (product.metafields.shopify.dinnerware-pieces-included),Drinkware material (product.metafields.shopify.drinkware-material),Drinkware pieces included (product.metafields.shopify.drinkware-pieces-included),Features (product.metafields.shopify.features),Food storage material (product.metafields.shopify.food-storage-material),Hardware material (product.metafields.shopify.hardware-material),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
bbq-grill-mesh-bag-set-nonstick-reusable-healthy-easy-to-clean-picnic-grilling-bag-for-charcoal-gas-or-electric-grill-indoor-or-outdoor-22x27cm-barbecue-bag-hxb-33,"BBQ Grill Mesh Bag Set, Nonstick Reusable Healthy Easy To Clean, Picnic Grilling Bag for Charcoal, Gas or Electric Grill Indoor or Outdoor  22x27cm Barbecue Bag HXB-33","",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Outdoor Grill Accessories,"","",false,Title,Default Title,,,,,,,,HXB-33,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1200.00,true,,,draft
bbq-charcoal-tongs-50cm-big-head-hxb-30,Bbq Charcoal Tongs 50cm Big Head HXB-30,"",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Tongs,"","",false,Title,Default Title,,,,,,,,HXB-30,0.0,shopify,0,deny,manual,0.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1050.00,true,,,draft
5-piece-small-handle-bbq-barbecue-set-outdoor-aluminum-box-barbecue-tool-16780-9-5pcs-bbq-set-hxb-28,5-piece small handle BBQ barbecue set outdoor aluminum box barbecue tool  (16780-9) 5Pcs BBQ Set HXB-28,"<p>This 5-piece BBQ set is perfect for your outdoor grilling needs. The small handle design makes it easy to hold and maneuver, while the durable aluminum construction ensures long-lasting use. Comes in an organized box for easy storage and transportation. Enhance your BBQ experience with this essential tool set.</p>",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Utensil Sets,"","barbeque, item",true,Title,Default Title,,,,,,,,HXB-28,0.0,shopify,10,deny,manual,3500.00,4000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-284.jpg?v=1744557991,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2200.00,true,,,active
5-piece-small-handle-bbq-barbecue-set-outdoor-aluminum-box-barbecue-tool-16780-9-5pcs-bbq-set-hxb-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-285.jpg?v=1744557991,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-piece-small-handle-bbq-barbecue-set-outdoor-aluminum-box-barbecue-tool-16780-9-5pcs-bbq-set-hxb-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-286.jpg?v=1744557991,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-piece-small-handle-bbq-barbecue-set-outdoor-aluminum-box-barbecue-tool-16780-9-5pcs-bbq-set-hxb-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-28_1.jpg?v=1744557598,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-piece-small-handle-bbq-barbecue-set-outdoor-aluminum-box-barbecue-tool-16780-9-5pcs-bbq-set-hxb-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-28_6.jpg?v=1744557598,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-piece-small-handle-bbq-barbecue-set-outdoor-aluminum-box-barbecue-tool-16780-9-5pcs-bbq-set-hxb-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-28_5.jpg?v=1744557598,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-piece-small-handle-bbq-barbecue-set-outdoor-aluminum-box-barbecue-tool-16780-9-5pcs-bbq-set-hxb-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-28_2.jpg?v=1744557597,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-piece-small-handle-bbq-barbecue-set-outdoor-aluminum-box-barbecue-tool-16780-9-5pcs-bbq-set-hxb-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-283.jpg?v=1744557991,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-piece-small-handle-bbq-barbecue-set-outdoor-aluminum-box-barbecue-tool-16780-9-5pcs-bbq-set-hxb-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-282.jpg?v=1744557991,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-piece-small-handle-bbq-barbecue-set-outdoor-aluminum-box-barbecue-tool-16780-9-5pcs-bbq-set-hxb-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-28_3.jpg?v=1744557597,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-piece-small-handle-bbq-barbecue-set-outdoor-aluminum-box-barbecue-tool-16780-9-5pcs-bbq-set-hxb-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-28_4.jpg?v=1744557596,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-piece-small-handle-bbq-barbecue-set-outdoor-aluminum-box-barbecue-tool-16780-9-5pcs-bbq-set-hxb-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-281.jpg?v=1744557993,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoors-kabab-stick-12-pcs-hx-5858-12pcsw-h-sqr-needles-hxb-24,Outdoors Kabab Stick 12 Pcs (HX-5858) 12PcsW-H Sqr Needles HXB-24,"",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Food Sticks & Skewers > Food Sticks,"","barbeque, item",true,Title,Default Title,,,,,,,,HXB-24,0.0,shopify,10,deny,manual,950.00,1200.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-24_3ed3e726-3865-4b91-8d34-8d003ed7d8fb.jpg?v=1744557991,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,600.00,true,,,active
outdoor-portable-brazier-stainless-steel-fire-pit-durable-barbecue-brazier-courtyard-brazier-for-camping-bonfire-pitc-grill-setup-bbq-034,Outdoor Portable Brazier Stainless Steel Fire Pit Durable Barbecue Brazier Courtyard Brazier for Camping Bonfire Pitc Grill Setup BBQ-034,"<p>This stainless steel fire pit is perfect for outdoor gatherings and camping trips. With its durable construction, you can enjoy bonfires and barbecues without worry. Setup is a breeze with this portable and versatile brazier. Upgrade your outdoor experience with this must-have grill.</p>",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Appliances > Outdoor Grills,"","",true,Title,Default Title,,,,,,,,BBQ-034,0.0,shopify,10,deny,manual,12000.00,14000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0348.jpg?v=1744557991,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,7500.00,true,,,active
outdoor-portable-brazier-stainless-steel-fire-pit-durable-barbecue-brazier-courtyard-brazier-for-camping-bonfire-pitc-grill-setup-bbq-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-034_bb8c76df-6b7e-4fcc-99c0-af2aecc4d512.jpg?v=1744557991,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-portable-brazier-stainless-steel-fire-pit-durable-barbecue-brazier-courtyard-brazier-for-camping-bonfire-pitc-grill-setup-bbq-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0349.jpg?v=1744557991,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-portable-brazier-stainless-steel-fire-pit-durable-barbecue-brazier-courtyard-brazier-for-camping-bonfire-pitc-grill-setup-bbq-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0346.jpg?v=1744557991,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-portable-brazier-stainless-steel-fire-pit-durable-barbecue-brazier-courtyard-brazier-for-camping-bonfire-pitc-grill-setup-bbq-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0345.jpg?v=1744557991,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-portable-brazier-stainless-steel-fire-pit-durable-barbecue-brazier-courtyard-brazier-for-camping-bonfire-pitc-grill-setup-bbq-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0344.jpg?v=1744557991,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-portable-brazier-stainless-steel-fire-pit-durable-barbecue-brazier-courtyard-brazier-for-camping-bonfire-pitc-grill-setup-bbq-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0343.jpg?v=1744557991,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-portable-brazier-stainless-steel-fire-pit-durable-barbecue-brazier-courtyard-brazier-for-camping-bonfire-pitc-grill-setup-bbq-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0342.jpg?v=1744557991,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-portable-brazier-stainless-steel-fire-pit-durable-barbecue-brazier-courtyard-brazier-for-camping-bonfire-pitc-grill-setup-bbq-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-034_3.jpg?v=1744557598,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-royal-gourmet-heavy-duty-charcoal-bbq-grill-trolley-smoker-barbecue-grill-manufacture-barbeque-table-bbq-033,Large Royal Gourmet Heavy Duty Charcoal Bbq Grill Trolley Smoker Barbecue Grill Manufacture Barbeque Table BBQ-033,"<p>Expertly crafted with heavy duty materials, the Large Royal Gourmet Charcoal BBQ Grill offers a spacious grilling area and trolley design for convenience. This smoker and barbecue grill combo is perfect for hosting large gatherings, while the sturdy construction ensures long-lasting durability. Get ready to impress your guests with delicious grilled meals on this top-of-the-line BBQ.</p>",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Appliances > Outdoor Grills,"","",true,Title,Default Title,,,,,,,,BBQ-033,0.0,shopify,10,deny,manual,85000.00,95000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0334.jpg?v=1744557991,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,42000.00,true,,,active
large-royal-gourmet-heavy-duty-charcoal-bbq-grill-trolley-smoker-barbecue-grill-manufacture-barbeque-table-bbq-033,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0333.jpg?v=1744557991,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-royal-gourmet-heavy-duty-charcoal-bbq-grill-trolley-smoker-barbecue-grill-manufacture-barbeque-table-bbq-033,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0332.jpg?v=1744557991,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-bbq-grill-charcoal-barbecue-pit-backyard-meat-cooker-smoker-bbq-031,Outdoor BBQ Grill Charcoal Barbecue Pit Backyard Meat Cooker Smoker BBQ-031,"<p>This Outdoor BBQ Grill is a must-have for backyard cookouts. With its charcoal pit and meat smoker, you can easily cook various meats and vegetables to perfection. Constructed for durability and designed for maximum flavor, this grill is an essential for any outdoor cooking enthusiast.</p>",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Appliances > Outdoor Grills,"",barbeque,true,Title,Default Title,,,,,,,,BBQ-031,0.0,shopify,10,deny,manual,60000.00,65000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-031_f694dd79-3242-4dd4-a475-253b261b3004.jpg?v=1744557991,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,30000.00,true,,,active
outdoor-bbq-grill-charcoal-barbecue-pit-backyard-meat-cooker-smoker-bbq-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0312.jpg?v=1744557991,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-bbq-grill-charcoal-barbecue-pit-backyard-meat-cooker-smoker-bbq-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0313.jpg?v=1744557991,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-bbq-grill-charcoal-barbecue-pit-backyard-meat-cooker-smoker-bbq-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0314.jpg?v=1744557991,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-bbq-grill-charcoal-barbecue-pit-backyard-meat-cooker-smoker-bbq-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0315.jpg?v=1744557991,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-bbq-grill-charcoal-barbecue-pit-backyard-meat-cooker-smoker-bbq-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0316.jpg?v=1744557991,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outdoor-bbq-grill-charcoal-barbecue-pit-backyard-meat-cooker-smoker-bbq-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0317.jpg?v=1744557991,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45cm-stone-furnace-bbq-029,"Outdoor Fire Pit Garden Wood Burning Fire Pit BBQ Grill Table - 23“, Outdoor Wood Burning Fire Bowl with Spark Screen Cover and Poker 45cm Stone Furnace BBQ-029","<p>Enhance your outdoor living space with the versatile Outdoor Fire Pit. This 23"" wood burning fire pit doubles as a BBQ grill table, featuring a spark screen cover and poker for added convenience. Enjoy the warmth and ambiance of a traditional fire pit while cooking up delicious meals.</p>",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Appliances > Outdoor Grills,"","",false,Title,Default Title,,,,,,,,BBQ-029,0.0,shopify,10,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-029.jpg?v=1744557598,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,24500.00,true,,,draft
45cm-stone-furnace-bbq-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0292.jpg?v=1744557991,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45cm-stone-furnace-bbq-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0293.jpg?v=1744557991,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45cm-stone-furnace-bbq-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0294.jpg?v=1744557991,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45cm-stone-furnace-bbq-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0294-18.jpg?v=1744557991,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45cm-stone-furnace-bbq-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0295.jpg?v=1744557991,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45cm-stone-furnace-bbq-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0296.jpg?v=1744557991,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45cm-stone-furnace-bbq-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/BBQ-0297.jpg?v=1744557991,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-foldable-bbq-grill-space-saver-440x305x75mm-tl-372,Portable & Foldable BBQ Grill Space Saver 440x305x75mm TL-372,"<p>The Portable &amp; Foldable BBQ Grill Space Saver is a versatile and compact option for outdoor cooking. With a size of 440x305x75mm, this grill is perfect for any outdoor adventure. Its foldable design makes it easy to transport, while its space-saving feature allows for convenient storage. Enjoy delicious meals wherever you go with this must-have BBQ grill.</p>",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Appliances > Outdoor Grills,"","",true,Title,Default Title,,,,,,,,TL-372,0.0,shopify,10,deny,manual,3500.00,4000.00,true,true,6984668793723,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-372.jpg?v=1744557598,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2250.00,true,,,active
portable-foldable-bbq-grill-space-saver-440x305x75mm-tl-372,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-3722.jpg?v=1744557991,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-foldable-bbq-grill-space-saver-440x305x75mm-tl-372,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-3723.jpg?v=1744557992,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-foldable-bbq-grill-space-saver-440x305x75mm-tl-372,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-3724.jpg?v=1744557991,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-foldable-bbq-grill-space-saver-440x305x75mm-tl-372,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-3725.jpg?v=1744557991,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-foldable-bbq-grill-space-saver-440x305x75mm-tl-372,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-3726.jpg?v=1744557992,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
portable-foldable-bbq-grill-space-saver-440x305x75mm-tl-372,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-3727.jpg?v=1744557991,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tl-353-mini-bbq-griller-36x29x6-8cm,Mini BBQ Griller 36x29x6.8cm TL-353,"<p>The Mini BBQ Griller 36x29x6.8cm TL-353 is the perfect size for small gatherings and apartments. Its compact design allows for easy storage and transport, while its durable construction ensures long-term use. With its sleek design and functionality, enjoy perfectly grilled meats and veggies with family and friends anytime, anywhere.</p>",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Appliances > Outdoor Grills,"","",true,Title,Default Title,,,,,,,,TL-353,0.0,shopify,10,deny,manual,3000.00,4000.00,true,true,6984668793532,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-353.jpg?v=1744557598,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,1850.00,true,,,active
tl-353-mini-bbq-griller-36x29x6-8cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-3532.jpg?v=1744557991,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tl-353-mini-bbq-griller-36x29x6-8cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-3533.jpg?v=1744557991,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tl-353-mini-bbq-griller-36x29x6-8cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-3534.jpg?v=1744557991,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tl-353-mini-bbq-griller-36x29x6-8cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-3535.jpg?v=1744557991,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tl-353-mini-bbq-griller-36x29x6-8cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/TL-3536.jpg?v=1744557991,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbq-barbecue-grill-portable-charcoal-grill-for-outdoor-built-in-charcoal-tank-stainless-steel-bbq-tabletop-barbeque-grill-with-air-vent-for-courtyard-garden-ca-27-h-basket-b-43x29x22-hxb-17,"BBQ Barbecue Grill, Portable Charcoal Grill For Outdoor, Built-in Charcoal Tank Stainless Steel BBQ Tabletop Barbeque Grill With Air Vent For Courtyard Garden (CA-27) H-Basket (B) 43x29x22 HXB-17","",ORCHEEE,Home & Garden > Household Supplies > Laundry Supplies > Laundry Baskets,"","",true,Title,Default Title,,,,,,,,HXB-17,0.0,shopify,10,deny,manual,6500.00,,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-17.jpg?v=1744557598,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4500.00,true,,,active
bbq-barbecue-grill-portable-charcoal-grill-for-outdoor-built-in-charcoal-tank-stainless-steel-bbq-tabletop-barbeque-grill-with-air-vent-for-courtyard-garden-ca-27-h-basket-b-43x29x22-hxb-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-173.jpg?v=1744557991,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbq-barbecue-grill-portable-charcoal-grill-for-outdoor-built-in-charcoal-tank-stainless-steel-bbq-tabletop-barbeque-grill-with-air-vent-for-courtyard-garden-ca-27-h-basket-b-43x29x22-hxb-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-172.jpg?v=1744557991,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbq-barbecue-grill-portable-charcoal-grill-for-outdoor-built-in-charcoal-tank-stainless-steel-bbq-tabletop-barbeque-grill-with-air-vent-for-courtyard-garden-ca-27-h-basket-b-43x29x22-hxb-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-174.jpg?v=1744557991,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbq-barbecue-grill-portable-charcoal-grill-for-outdoor-built-in-charcoal-tank-stainless-steel-bbq-tabletop-barbeque-grill-with-air-vent-for-courtyard-garden-ca-27-h-basket-b-43x29x22-hxb-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/HXB-175.jpg?v=1744557991,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
